CardID,AccountID,CardType,UsageType
75863743-9174-4c0b-aeb7-4413454f3fbf,3737cc38-166c-4d33-8f9f-dc15dfd23d15,Supplementary,International
4135b443-2576-4869-9765-f41889939c6e,3737cc38-166c-4d33-8f9f-dc15dfd23d15,Virtual,Domestic
1fda98c9-40a6-4de4-9271-e2959b21c065,ba85e403-6c80-444b-a5d1-36e2f8698e93,Supplementary,International
8cf996a3-d028-4602-a066-5e51f76d7126,ba85e403-6c80-444b-a5d1-36e2f8698e93,Supplementary,Domestic
11092f7a-00d6-4c63-a4a0-f44bfbdebeb5,d5e4157d-23ba-4528-aa08-9aa0e57c5c02,Primary,Domestic
413b48c4-ef22-4e93-8fde-a771305d9749,d5e4157d-23ba-4528-aa08-9aa0e57c5c02,Primary,International
ef4bd7a8-746b-402f-bebb-f6dfed84acc9,24c58b47-1609-44d1-9912-509096516ec2,Virtual,International
d2376d22-9565-4c2f-8cf7-0470fda8977a,24c58b47-1609-44d1-9912-509096516ec2,Supplementary,International
6ba57136-9144-4442-82d8-a7f546ef7aaa,9736bb4f-f5c8-4e3c-aee3-1d4710ecf6ae,Virtual,International
fb48ac14-0d0d-4136-8404-fe9a32fe1dea,9736bb4f-f5c8-4e3c-aee3-1d4710ecf6ae,Primary,International
7d53c706-fb50-48f7-a0cb-feca6d7e39bc,45f8e14d-ea16-4e6e-a388-ca3268d26992,Supplementary,Debit
6fea84f5-79f3-4373-9bab-13ac9863bb20,ea350f17-c157-4761-9162-f6dbb5d2bf7f,Primary,Domestic
23c52c31-1e93-4ed6-902a-12a5630ae016,d5108bc0-2f9e-4ddb-b302-8b32230da680,Supplementary,Credit
c2978392-5c80-4220-9f77-765f2e5ce13a,d5108bc0-2f9e-4ddb-b302-8b32230da680,Virtual,Credit
0a813e88-0df3-4a58-be83-3c05cd21fb86,276e1d67-00a0-486e-8a8d-5d5a06defca8,Virtual,Domestic
1b829ae1-4700-4de9-91fd-de63d8e0713b,276e1d67-00a0-486e-8a8d-5d5a06defca8,Virtual,Credit
209ebc46-44b6-4c9e-8904-59d78c69e2e8,a3fb6d0b-f4be-48b4-8cd7-e6f7433ecd2c,Primary,International
be36c36d-ecfd-4eed-988c-49b2c8abbf0d,a3fb6d0b-f4be-48b4-8cd7-e6f7433ecd2c,Virtual,Debit
0a39561f-3473-49d3-ac5b-059aafcd2960,7e388a19-46f7-420a-83c4-95061e8e06ed,Supplementary,International
0f5449d1-910a-4ebf-a909-3889e42cfe33,7e388a19-46f7-420a-83c4-95061e8e06ed,Supplementary,Domestic
fa11f0e7-566d-46e8-9c86-cf6f0285ede1,42067d80-de4b-4b12-afa2-2f9290c97f00,Primary,Credit
48c08d33-46f4-4ccb-b835-de289fd60efb,42067d80-de4b-4b12-afa2-2f9290c97f00,Primary,Credit
386e995d-3b01-4893-bd9d-38e36e078bdc,5f8a2e3c-1e9d-495b-917a-d9bdb1ba0bea,Supplementary,Debit
c07126f3-9213-4643-9a89-8be79e49b057,5f8a2e3c-1e9d-495b-917a-d9bdb1ba0bea,Primary,Domestic
5a8258cb-8d78-4a9b-ad87-adb64448cbb9,4aaa7f99-4a34-441e-8c78-947b5b21c9f0,Supplementary,Debit
05e05148-26d6-404f-bc82-3de9d73c9259,a0c69223-c435-4252-b19d-d940838cc137,Primary,Domestic
c329732b-5114-4ac7-9588-e38e8dbff478,a0c69223-c435-4252-b19d-d940838cc137,Primary,Domestic
f765f8a0-ce43-47c4-abfd-dbf938498d35,99487f82-1831-4802-83c2-aee62ee94ed9,Primary,Debit
8aad970f-3401-4fe9-a21e-1d14d33b05e6,52965cf3-8b30-4b4c-aac9-6b60c0ac430a,Primary,Domestic
290fb2bd-f458-4d04-8476-fc349dc59ddb,52965cf3-8b30-4b4c-aac9-6b60c0ac430a,Supplementary,Domestic
9d37c5a6-bd8e-480c-923c-cd6417576cc8,d85195ac-d3aa-4b27-90f3-2ab5df586eff,Virtual,Credit
cf3eb0d7-450c-4845-b95d-b36ffa8a47d6,5cce495d-b037-4c52-b2ad-ffa6af793d4a,Virtual,International
3f068051-187e-4974-9fe3-61117c7b5816,5cce495d-b037-4c52-b2ad-ffa6af793d4a,Primary,International
3df5516b-3891-47f7-a809-f986d86af8f9,c75ff368-5f7d-4bb1-880a-fe9f84a6d693,Primary,Credit
e4529643-2a67-4ce3-9c0f-37d575a239b1,f3d6b9f2-d4d7-40ca-b08d-16769d09a404,Virtual,Credit
478b640b-3868-4ee5-aae9-81cb2c6d523b,b6697d0a-8837-4bbc-9898-06fd86912efe,Virtual,Domestic
abd13f1a-3d20-4440-80cf-a44d1b7db566,b6697d0a-8837-4bbc-9898-06fd86912efe,Primary,Debit
dc63a196-9463-40bc-af68-d3b34ef97a7d,23966b83-5cd1-4b22-b0e8-b2fa4fc34759,Primary,Domestic
7237e20d-62fe-4cae-997e-b35599870266,fcd2280e-e3c5-4ba8-b122-d7a0d12972d3,Primary,Domestic
d8e77ca2-19b1-4043-bb70-324e36a09573,fcd2280e-e3c5-4ba8-b122-d7a0d12972d3,Supplementary,Debit
71b2b47a-b661-4c50-a895-b96f14fdc3a7,b1b9fd9d-db58-4dd9-a0f3-6e9238ec71aa,Supplementary,Domestic
e35bba6d-bd39-409d-a67f-aa8371497c71,4eb39f63-3a00-483e-b023-dbc32471a957,Supplementary,International
c02d7e7f-9d74-4bb0-99c0-076f626cfccc,fb29ff36-2155-4ba8-b5b8-23e420168e6d,Supplementary,International
c3dab31b-8a90-417c-85e5-120a615256aa,fb29ff36-2155-4ba8-b5b8-23e420168e6d,Primary,Credit
ac5e1ec3-e1be-4ed9-b483-518e458fa881,08651a6e-1b99-4b83-b244-0f070ae263e0,Primary,Debit
e0099d7a-ca22-4c56-afc8-503c7dd43e50,08651a6e-1b99-4b83-b244-0f070ae263e0,Virtual,Credit
054da197-5273-460c-97a0-3c178620a10a,97da64cb-8373-4f49-a8e7-ebe3cb05aa14,Supplementary,Debit
634d7549-9d9a-40e1-81ef-688b7fc0922e,97da64cb-8373-4f49-a8e7-ebe3cb05aa14,Primary,International
3499a783-9b47-4e77-b133-5445d695847a,e8956041-1e71-4fa9-b815-c7df0f2c01b7,Supplementary,Debit
13cdaa4c-b415-47cf-a4fe-fbbe5f7a6026,e8956041-1e71-4fa9-b815-c7df0f2c01b7,Virtual,International
aeeb5608-b2ed-403d-9641-aee399d81764,4d38a8d0-10f5-4651-8b14-7f1f40c56cf6,Virtual,Domestic
676cf539-c9be-43d7-ab1b-0f5260ae9b09,4d38a8d0-10f5-4651-8b14-7f1f40c56cf6,Supplementary,Debit
5a6f9b6b-5070-4efc-b7ca-273b3506880f,077d8688-59fe-4c45-abac-7bf82f4ddc9b,Supplementary,Credit
b705e692-3faf-4b34-862e-27af67b4c897,bf06d520-d88a-417b-a543-38df173d5030,Supplementary,Credit
61233eea-3b1b-4755-a600-fd684a69ed38,946a95a6-f2e4-41af-8702-1755f11cc0a4,Virtual,Domestic
f5ed7ddf-783f-4cd0-a0b2-f35699b62656,9ceab67b-ba82-454a-87e2-a618802993b1,Supplementary,Credit
903506bb-ef6d-4fc6-afbd-f3690636f35e,b73f6e64-378d-4f8d-8761-f9da039479c1,Supplementary,Domestic
108fd94b-b294-49b6-a53d-ff523e7b8fb1,011bb348-8981-4f35-8107-50bce6d33572,Primary,Credit
0599e1f2-ccd3-454c-b68b-bbc673c66188,d9ee9678-8112-40ff-aba4-646336c9b657,Supplementary,Debit
5c098a5c-585d-4d17-9258-14d9638cf9e3,6c914882-612e-43c7-bb36-8cf45ad5a309,Primary,Domestic
6fb0d297-7daf-438b-853f-1a4361874fa9,685707ac-3a40-4e39-83a5-f42136daa93a,Supplementary,International
6c944bca-e8c0-4c02-b200-fc98b963c2fc,5074ac13-fc0f-44cd-82eb-baa21ce370ed,Primary,International
59259acd-4142-400e-aff6-fa9a16e6e8fc,5c7ae8ef-c324-4e35-beed-cc6522cb2720,Virtual,Domestic
e95e8740-5dd9-4744-84e5-27ea3a82b37c,7e63f654-53ff-4f1f-950e-33880a6552a5,Virtual,Credit
28791fa4-7a80-4dd0-8286-2014ff41e2a0,fc267da6-4a64-4fc1-a843-a5c38dcd6e9b,Supplementary,Credit
95e2f91b-da88-4b20-b819-58f22b258bdf,db558642-3054-466b-ad8e-e559daf93e99,Primary,Credit
87eb754a-995e-45bd-8465-3d5fa51f4e7c,db558642-3054-466b-ad8e-e559daf93e99,Primary,Credit
094a8492-d88d-41dd-b21a-3244cf6579ec,ac95adb1-ffac-44fd-8345-eeda2de66d5b,Supplementary,Domestic
0c485217-5d54-4496-a1a6-51c5faaa53fc,ad3053ce-a896-4e70-85cd-338470249792,Virtual,Debit
b504cdaf-1708-4003-ba84-3b35c2bde805,ad3053ce-a896-4e70-85cd-338470249792,Virtual,International
9d8e20d6-17a6-4138-a8a4-14a7ea7523fa,fa42156e-972e-423e-b1ed-f3d3668f5032,Virtual,Credit
4019a1f6-0cd1-4081-8d85-e013b20004fa,334477eb-56b0-4052-b2f7-5350f9a732dc,Virtual,International
4151344e-ee98-46b7-8677-098c144a1458,6cb96a2c-d68e-41f0-bb9d-58321f6d5768,Supplementary,Debit
244220c6-4b0c-400c-a626-c97d73fe6a93,c3cb0c28-474c-4a29-bfc5-ae23b9a6bd75,Virtual,Domestic
defa6d4a-474c-4879-af96-bbffdbc6ac37,c3cb0c28-474c-4a29-bfc5-ae23b9a6bd75,Virtual,Debit
68d2a842-3aa5-4e1d-af9f-02e5ea7c8b0c,97f971d5-94f8-4e6c-8416-c07cb6a787b1,Primary,Debit
11186c1a-8540-42b0-aaa8-2f4e4fc4e8cd,f33c4c36-9a69-4cad-aaab-583079cfc04f,Virtual,International
9ef63a80-179f-4235-9f2e-f2803b5844f5,f14152c7-a0dc-4c7d-bb17-23197f4d55b9,Virtual,Debit
c8794a56-a795-4d2b-9296-81b00d5979bf,a93c9413-1396-4289-829a-988f18a95210,Primary,Domestic
dde7110f-f42e-48ee-9f30-1cb5c8c574fa,813a3aa5-7d81-4c21-bf76-4fcea97ef131,Supplementary,Debit
49ca4ae6-2d0a-495a-bdb8-65cff106b83d,813a3aa5-7d81-4c21-bf76-4fcea97ef131,Supplementary,Debit
6c5b07b6-f127-47bd-b862-32528c45b36c,1e7f92ad-ea39-43ff-a14f-ea786e2f1d3b,Primary,International
046606f6-3c7a-412d-aafd-3660e5199bd9,e27bb6c4-4d94-4434-8785-9c05dc409942,Primary,Domestic
9a463e70-3204-406d-b61a-84b9cec74f48,e27bb6c4-4d94-4434-8785-9c05dc409942,Primary,International
c5d899df-113f-440f-93b9-6213b6684e19,8dc4c81f-a8fa-4904-bd94-ed9facce693e,Primary,Credit
c87c1935-d139-46d8-84e0-137119fc9448,8dc4c81f-a8fa-4904-bd94-ed9facce693e,Virtual,International
c7706e6d-1fc7-45eb-88b1-2a442dc149dd,436d977b-6431-4bbe-8e44-c9dc81b61c87,Virtual,Debit
5e723c24-c2c7-4d49-8dae-27d77668d540,c4376d89-5a4e-49f3-ad2e-4db89defc23f,Virtual,International
889dc47e-2718-4112-adcd-f65db924312e,c4376d89-5a4e-49f3-ad2e-4db89defc23f,Primary,Debit
c972d38d-3ee2-411c-afd2-908feea163a7,0fb97b5d-520b-48f6-88d0-e602fa4ffba8,Supplementary,Credit
2bfaba2d-dafb-4997-9352-8440023d35cf,20d1968f-0b8c-421f-9728-9c5e0734a403,Primary,International
d034ce89-8364-4560-85b7-e83cc42f7d59,cf3ee4aa-594f-4d27-9dcd-0d40d6415102,Primary,International
e5141d91-8127-4cf9-803b-d70b054dc5a9,c3e3c148-06e2-4861-957e-dc3cbdf774c8,Supplementary,Debit
2ac09858-228c-4659-a4d0-72f80e8db9f5,616d41c8-575c-4669-a00a-06e6e42f0c28,Virtual,Credit
d8b6a802-27e9-4dd3-b814-c4920c604d99,fdf02450-585b-4b17-ad9b-1eb118ebeed7,Virtual,International
9be5662a-dc97-4a81-bdee-d56a21ddd27e,fdf02450-585b-4b17-ad9b-1eb118ebeed7,Virtual,Domestic
c87d01c2-92e8-48b1-9e00-3828d5935e79,6bd1f826-e6c2-4bb7-83c7-4cbe916baf87,Supplementary,International
74773879-3eec-45dc-b660-302f477eb375,6bd1f826-e6c2-4bb7-83c7-4cbe916baf87,Primary,Domestic
b6a35409-1c20-486b-b5d0-44fb2cd64d84,783e40ab-b22a-45a6-8539-1557444122a5,Supplementary,Debit
9b23854f-a3df-45f0-a97e-86fe3f8b015e,783e40ab-b22a-45a6-8539-1557444122a5,Primary,Debit
fb9c7872-112b-4360-8ad2-7057c127cdfd,51071545-fc5b-44bd-85b1-49a096867676,Virtual,Debit
49861a4a-0025-43ed-a2ca-9f04609eee72,528a34f3-63ea-40a1-9202-b09c60b36938,Primary,Credit
7d6dca57-cc80-4698-8765-88fe75f53328,34b6685d-acd4-480a-b0dc-75fb199d5089,Virtual,Domestic
8ce17e35-651f-4429-8117-1668ad724e2e,cfbba84a-80b5-4013-bf29-c9e75601f6a5,Primary,Domestic
e387eb15-6765-43bf-b9ea-88738a9db593,cfbba84a-80b5-4013-bf29-c9e75601f6a5,Virtual,Debit
a5b8f158-f64c-41bf-b774-6c098669ba60,13483fb3-c982-4300-b95f-17e6d8eae31b,Primary,Domestic
c950824d-5a9b-441d-8508-2f78f17b25ef,36cdf42f-892c-4b33-99af-8224d7232ce3,Primary,International
d66ec576-b7e6-4b4d-93d5-326f9b032c39,36cdf42f-892c-4b33-99af-8224d7232ce3,Primary,Domestic
405db449-c06a-4817-a7bb-18babfd4f67c,4c1d2e43-0c2b-43e4-83e1-346d49902258,Supplementary,Credit
2ab9aa52-685d-4acf-afd6-b83c86022833,94047909-d81c-41a0-b7bb-a2aa178a8c73,Primary,International
20514111-7fee-46c1-9ba1-17ce80ce9afc,94047909-d81c-41a0-b7bb-a2aa178a8c73,Primary,Credit
12cb7604-34f6-40dd-8952-9a77ce09e92a,87f3c9a4-cd1a-410d-9101-71d21138978b,Virtual,Credit
d789c624-5e14-401b-bea5-9d94998c603a,58e9bbad-35b1-473c-ad56-cfd579ab3018,Supplementary,International
e7775ef5-9ab9-4e1b-9d93-c7bd4c66b4ed,58e9bbad-35b1-473c-ad56-cfd579ab3018,Supplementary,Credit
4cad3598-603d-4161-a1f0-41d06993e611,d2e08e57-a6cb-4dda-93a0-181bcbafd542,Primary,International
7cba8dea-5086-4861-861c-ba485fa5c8d5,5037e669-8a3a-4129-a9d8-4c4f6ed338be,Primary,Domestic
372f9fb6-041b-4c79-8014-680432de3097,5037e669-8a3a-4129-a9d8-4c4f6ed338be,Primary,Domestic
c016c62b-a371-4326-866b-1f526f7f6354,abeb5f49-7406-4a32-83ef-3ce99ffda1e7,Primary,Credit
97266a28-dd7d-4ff7-b32f-4bd725acf1b6,e182701b-2e3b-4b69-8c2d-0e27c370f2e2,Supplementary,Debit
23cce3bb-bfcd-4af7-823d-d884ca5fccf2,84274378-b40d-4aef-a0ba-614204c32fed,Virtual,Credit
6577e64d-4d4e-4bd1-8b33-e3c6a62989b9,84274378-b40d-4aef-a0ba-614204c32fed,Virtual,Domestic
e6876705-0431-49ef-a46e-c70f3e97037d,e8266484-c4e4-4e52-9a4f-706b9d4ac78b,Primary,International
40bf5ca2-7064-42bb-a756-80bb3a215b51,e8266484-c4e4-4e52-9a4f-706b9d4ac78b,Virtual,Domestic
b67ffa23-7762-46bb-a634-8a1b7c9d575e,335dab46-85b3-45aa-8f54-6781a0733e57,Primary,Domestic
3466b8f9-e1e3-4199-9f1f-05c37717a7cb,335dab46-85b3-45aa-8f54-6781a0733e57,Virtual,Domestic
f5a98c9a-6a71-4ec5-a162-d1b7769ac892,3d8925a9-25d2-47d0-b665-87075d411ac5,Primary,Domestic
2541f181-f29e-425b-bed0-4e680d250730,3d8925a9-25d2-47d0-b665-87075d411ac5,Supplementary,Domestic
19edcdbc-ec39-412e-a3d8-89fae5a456d8,c3f9c78c-af70-4164-bf16-44542685602c,Primary,Credit
59bdfac9-0d99-4ab9-9fc0-ccce4ba08508,6906d118-6f75-43b2-9818-61124cdedddb,Primary,International
e3157b34-62f5-43b1-a8cd-ea8a7710199d,6906d118-6f75-43b2-9818-61124cdedddb,Virtual,Domestic
13ffe66e-6ef2-4516-9f42-ca29a747520f,e94053af-d488-4dff-9c35-25775193412d,Primary,Domestic
d2333b12-5ad2-4e7a-8b40-601a99260664,497bc13b-d2de-447d-8455-d60e69958fd1,Supplementary,Domestic
0a5fcede-7a23-41bc-8d36-192983373b02,497bc13b-d2de-447d-8455-d60e69958fd1,Primary,Credit
d8e06ea2-de5e-48e5-bb3a-3e15ef1920da,3d0d3ffd-67e6-449a-bc73-013b99ea5bbd,Virtual,Debit
54da1012-5a3c-49e0-9158-6f467abdcb0f,3d0d3ffd-67e6-449a-bc73-013b99ea5bbd,Virtual,Domestic
81b83de2-ec07-4a4c-8f72-8efc3187dc09,4f7f963e-d3c5-44a3-8c0b-200d3edec38e,Virtual,International
19eef9d6-fdfa-4cb1-82d4-93eb2a7b65de,4f7f963e-d3c5-44a3-8c0b-200d3edec38e,Supplementary,Debit
8fc45e9e-b60a-4a9c-be8c-ea8a255c4297,e7d90c1b-a59c-4eed-ac09-72046fa6681c,Supplementary,Credit
826f081a-0651-4897-8f54-c086450511e1,45d07382-28cb-47ca-b3b5-a667097913a0,Primary,Domestic
5f0b5135-8566-48c8-a173-e27437fc511b,ca27cd69-4226-4ba4-8775-d77822ed1e25,Supplementary,Debit
5583b4db-6746-4338-b2c7-a202062e0778,8cfb137c-a89e-44df-871c-10aecdb4adab,Primary,International
58d0202b-75d5-4115-9ce8-b890cc6b3a6e,0acfbd89-da3e-415a-a4f0-708a2d0d5e1d,Primary,Credit
5e331ed8-48f0-4cb2-9398-6e7f9f2c7e7f,e581620f-dc0d-4266-8e29-ed9a0518bd4d,Supplementary,Credit
95eb44d9-8459-4302-8d1d-036e0d08da99,4c485cfc-9a02-40da-905c-1021157c6813,Virtual,Debit
c22c9037-703a-4746-a22f-38841f9071b1,d7be7b4f-b967-4dc6-96fd-d1a5f17312f4,Virtual,International
8393a544-c37d-435e-aef3-d69b7ccde71e,d7be7b4f-b967-4dc6-96fd-d1a5f17312f4,Supplementary,International
8c490e4c-c780-4892-aa93-f2c4094183bf,c5efd670-1f4d-48ce-998d-e3d83cf29ade,Primary,International
8185ca84-90fc-49ed-bfba-5b2cba89c0b8,c5efd670-1f4d-48ce-998d-e3d83cf29ade,Primary,Credit
2740a29d-f7d7-4510-bfa7-2ae11139dd0f,d513da02-544c-44d1-903b-a8c3ce830e27,Supplementary,International
5484d865-60bf-413c-9320-63afeed5a71b,ce4ba2bb-63d3-4e8e-bcbb-859a95966725,Primary,Credit
bb404bc8-709a-42bc-b6da-79bba91e25a1,ce4ba2bb-63d3-4e8e-bcbb-859a95966725,Virtual,Debit
24da0109-4461-4c94-a29c-c64fb8f89cba,ef7cef26-3c66-4012-be74-1860bf957403,Supplementary,International
3242f61c-ea3d-49b2-8319-8f412467f4a3,4648bbe8-f84c-47a9-b6cf-d2d52cd6e8df,Supplementary,Domestic
46983234-6246-45b9-9deb-7a4b17db4613,dce70289-411a-415b-a88b-4cfb708175fd,Virtual,International
0b4476b2-0ab9-494f-b861-7ce964f75c10,dce70289-411a-415b-a88b-4cfb708175fd,Supplementary,Debit
22087d01-f41c-4c7d-8319-f3694d8b876a,88917cf5-7d88-43d2-8e51-208396e83922,Virtual,Domestic
3193fb1c-91bd-4f30-ab1a-ae6a31ca528c,79900a27-6c7c-4eb7-8bb5-f24251057c35,Primary,Credit
e21734c6-d36f-41c9-8caa-2cd36ae71db3,47198f5c-f69b-4596-bf10-938caec7f267,Supplementary,Domestic
9174b136-8c0b-4c3f-ad4a-125926d24d46,47198f5c-f69b-4596-bf10-938caec7f267,Primary,Credit
35eaede0-ea83-456b-bd8c-93df41515f1e,2518ec09-efdd-4a87-88c6-21bee1228e75,Primary,Debit
29d4056e-10f4-45e5-bdb3-e9a900252855,2518ec09-efdd-4a87-88c6-21bee1228e75,Primary,Debit
ba2c43ec-43f8-4fcf-8997-0b27dbdcfb3d,eade7b17-b0d0-40bd-8dff-01baf0db6ecb,Primary,Credit
381692f5-10eb-46b1-8979-a0e17b8fe7cf,a3922a4e-4f2c-486f-a27b-0edd8d7f9371,Supplementary,Credit
2a6504e1-fb2f-4e8c-aa46-391177e2f124,e7354db2-5ce4-424b-b35b-9f78f55f2e80,Supplementary,International
1d3ea32c-7e54-4a1e-ac30-4971ecc11ecb,e7354db2-5ce4-424b-b35b-9f78f55f2e80,Supplementary,Domestic
cfcae6b9-75a8-41d7-ab5e-ebe91478e20e,eafd3e7b-fa5d-4d40-ad71-1fe9649a0bf9,Supplementary,International
ba5916c5-9de6-4f2c-97bd-9ee6e63f6d3a,eafd3e7b-fa5d-4d40-ad71-1fe9649a0bf9,Primary,Credit
780b8dc0-d9c0-447b-9f43-04e4fabdc4aa,4c23e844-3c47-42f3-81b4-fd44d29cf92a,Primary,International
93b91ea1-4211-4052-b4de-bda7f4a6af9d,5132fe68-a1a0-44a9-b058-3380ea77d1d6,Supplementary,Domestic
e6bd4bbc-e3a0-4a3c-8c44-d60f8efe59c3,5132fe68-a1a0-44a9-b058-3380ea77d1d6,Supplementary,International
a1ab975e-54a2-415d-bdfb-0259d07b3c55,c78a7900-d2bd-46ec-9481-13b4ddcf5003,Supplementary,Domestic
27d54ab0-86d6-4946-9397-abdfaa399b2c,c78a7900-d2bd-46ec-9481-13b4ddcf5003,Virtual,International
b770beaf-d5da-408b-ae94-c0b5aaf1c938,552d4865-d756-4d35-ad2e-ebea69b7d533,Supplementary,Credit
476a3991-aebe-47a2-8521-e25e96fbcb7e,552d4865-d756-4d35-ad2e-ebea69b7d533,Supplementary,Debit
e586ee20-c73e-49e9-9806-9315ce62665f,baaeebf8-9a24-4525-abbe-2bd65a1341e7,Supplementary,International
05b08ce0-d09f-4fc4-b9e8-2ba53ecbc10b,baaeebf8-9a24-4525-abbe-2bd65a1341e7,Virtual,Credit
5401e034-45ae-45d2-bbbf-d6926f125321,c310d2a2-0700-47c1-b1f9-4a097408f646,Supplementary,Credit
7fb63b12-4cf2-4624-8243-0329f09fe936,c310d2a2-0700-47c1-b1f9-4a097408f646,Primary,International
679b03d4-fdc6-4ebf-b96a-3419f906dfde,2f098f4d-a43f-483a-a431-01e40d565923,Supplementary,Domestic
4ce33ed4-9779-4ead-b3bc-daee0d211dc4,a41f0d38-ca80-4df8-b182-fcf2a151ed02,Supplementary,Debit
1b435fdc-41f4-4834-9cf5-d1fccd3a7e73,93683dd6-5050-427e-8e38-5d03a0d80651,Virtual,International
393f8079-8e15-4734-a5e1-7dadd2f62f9d,c481ea69-f83b-4029-b6ac-204884308e0c,Virtual,International
e1789474-380d-4643-8891-e9bcd83060dc,c481ea69-f83b-4029-b6ac-204884308e0c,Virtual,Debit
e7b986cb-76df-4b9a-bfad-4b74f4c800a4,222db2cf-bc34-4d5d-9f9e-14257a7628e6,Supplementary,Credit
b2879bdd-193d-4b13-ad11-b850273beecb,222db2cf-bc34-4d5d-9f9e-14257a7628e6,Primary,Domestic
69a31ab6-5ced-4a62-817e-f8408ace3a10,4823debe-ccad-492e-93dc-4faed3a71b83,Virtual,International
910aeb6f-6b56-4091-a65c-9da5be160640,5e1b015f-6a1c-401b-959b-2b6b32dba028,Supplementary,Debit
3e141965-14c4-422c-8c90-cdc454ca6257,60980b94-e05b-4892-a4bc-08cf2e904b5c,Virtual,Domestic
f2d058ca-7b2e-429d-9f80-bd12299606d2,9cac3d21-a5a8-48af-8efb-d22aec511744,Virtual,Credit
c6642ca9-10fa-42fc-a9b2-a838edac4484,9cac3d21-a5a8-48af-8efb-d22aec511744,Primary,Domestic
0e913294-e3a9-4752-ad16-7ec3505f7c6e,16c72b1a-e826-4ac7-ba8c-8ed5a06aa68a,Primary,Debit
6ea28b15-d0a7-43b9-a7ea-ae636f850440,16c72b1a-e826-4ac7-ba8c-8ed5a06aa68a,Virtual,Debit
fa75b5fc-7921-40b3-aa0a-8302276f8e0d,0cbe938d-2b33-4734-9a11-9684b385d9de,Supplementary,Debit
5ed13afe-f006-496b-9572-fd4107d51b96,0cbe938d-2b33-4734-9a11-9684b385d9de,Supplementary,Domestic
7c8c9267-3c55-4d3a-8ed9-92e01e4415f4,f541a44e-16cc-4813-a635-53ba4299b351,Primary,Domestic
ed86a0c9-7dea-4676-bf6f-b946e10d1490,9136d4ad-f27e-4ce7-ab8d-2c495e3003e1,Virtual,Domestic
36ca9390-96a2-479d-a576-d828f5517659,9136d4ad-f27e-4ce7-ab8d-2c495e3003e1,Virtual,International
3c304193-d975-4f32-ae1b-670f67c2e684,869d4cb7-b7f5-455a-839d-08d01e0aaf12,Supplementary,International
cdf5a57f-9c4e-4e7f-be44-b4c74955f0b0,869d4cb7-b7f5-455a-839d-08d01e0aaf12,Virtual,International
99155bef-28c0-4e9b-960b-63a92a36856d,eda413c6-eb84-46e4-85fa-e0476f669013,Supplementary,Domestic
da6b391d-6079-4657-97ec-147d53bfa311,bf16e3e9-49b7-4037-8425-dea7c83924d7,Supplementary,Debit
151248e1-1504-4b41-99c4-d7d61537846c,bf16e3e9-49b7-4037-8425-dea7c83924d7,Supplementary,Domestic
26696e53-022c-4449-bcc8-39fbcbd363a5,6e6a3d5b-2154-4e4a-a1cf-91fb7e81cdfa,Supplementary,Credit
e5865a54-7e1e-45dd-adb4-f81c8a55b7c4,372f5f47-999f-4691-b4e4-20bfdb38f306,Virtual,Debit
cb28ac77-f855-4dab-af33-268417a1f56e,372f5f47-999f-4691-b4e4-20bfdb38f306,Virtual,Debit
26e21c56-a5e1-48aa-b287-b9a1cedf8af6,075dacd4-255c-42c7-8ade-e3ec68950908,Supplementary,International
78a118df-0088-4a76-8d25-c8d0fde90c2d,075dacd4-255c-42c7-8ade-e3ec68950908,Supplementary,Debit
4a9ab305-222b-462a-885e-05182d756dd3,3c48c936-4305-4a31-b9e3-89054a4a15ea,Supplementary,Domestic
adc1e2f7-5de4-40f7-97f4-d848fbd3d538,3c48c936-4305-4a31-b9e3-89054a4a15ea,Primary,Debit
b3322d31-d3a6-4f0c-ab07-8653af878674,3f91c419-e846-49df-b373-35549e204ac7,Primary,Credit
1667b920-926e-4991-aa82-cac85b74c4d1,a5b13afd-af2c-40ac-9539-22c05ea0942c,Virtual,International
4f4cea72-e493-4415-aa4b-f5dc0a599c13,a5b13afd-af2c-40ac-9539-22c05ea0942c,Primary,International
ff0e88ea-09f8-4e6f-9997-b85154842b4d,7808a004-02a4-48e1-95f2-f85a754a3e48,Virtual,Domestic
0a1d9238-fcf9-4bbb-9514-9d1a95368ae6,3653e588-afd5-4fe7-a5c6-2548b169fded,Primary,Debit
ec2c4f79-d249-48d2-800d-f7649d46ea9a,6c5ccba7-b55d-4fc1-a22c-c212b69d2f48,Primary,International
e5a5788e-2b80-41ed-8a1f-783a31372ca1,0d574085-0f0a-4450-8e97-8ce118643b6a,Primary,Debit
7d883d25-fe54-4772-92fe-2d04640fac70,cd602879-f79b-4079-abb8-fe95f077671b,Supplementary,Credit
4a9b0dc7-97e7-4b55-846f-c2131b87a428,cf5285f7-bf8c-46f9-b5a6-1d619925bc9b,Supplementary,Domestic
1259d654-86ad-4b8e-963b-ca599d8d2752,cf5285f7-bf8c-46f9-b5a6-1d619925bc9b,Virtual,Domestic
237c56bb-48d1-40c6-9cdc-546cd4f0fd63,8129aa0c-40ef-4857-815f-566c0ba6aa86,Supplementary,International
da36967d-9b2d-4eee-b65b-b06910a012b2,21da5db1-5ef3-41c2-abd7-d3f1650ad9aa,Supplementary,International
c6acdcaf-a4ba-4ef5-a84a-f9d8428e31ed,21da5db1-5ef3-41c2-abd7-d3f1650ad9aa,Virtual,Debit
